Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,1000uF,CP_Elec_8x10,70.2762,28.5212,180.0,bottom
C2,0.1uF,C_0603_1608Metric,16.6062,34.1862,-90.0,top
C3,0.1uF,C_0603_1608Metric,26.5162,34.1862,-90.0,top
C4,0.1uF,C_0603_1608Metric,39.9762,34.1862,-90.0,top
C5,0.1uF,C_0603_1608Metric,64.5962,34.1862,-90.0,top
C6,0.1uF,C_0603_1608Metric,74.2862,34.1862,-90.0,top
C7,0.1uF,C_0603_1608Metric,47.1087,31.5712,0.0,top
C8,0.1uF,C_0603_1608Metric,16.6062,24.1942,-90.0,top
C9,0.1uF,C_0603_1608Metric,26.5162,24.1942,-90.0,top
C10,0.1uF,C_0603_1608Metric,39.9762,24.1942,-90.0,top
C11,0.1uF,C_0603_1608Metric,49.7762,24.1442,-90.0,top
C12,0.1uF,C_0603_1608Metric,64.5962,24.1942,-90.0,top
C13,0.1uF,C_0603_1608Metric,74.3062,24.1942,-90.0,top
C14,0.1uF,C_0603_1608Metric,16.6062,14.085,-90.0,top
C15,0.1uF,C_0603_1608Metric,26.5162,14.085,-90.0,top
C16,0.1uF,C_0603_1608Metric,39.9762,14.085,-90.0,top
C17,0.1uF,C_0603_1608Metric,64.5962,14.085,-90.0,top
C18,0.1uF,C_0603_1608Metric,74.3262,14.085,-90.0,top
C19,0.1uF,C_0603_1608Metric,45.8987,11.3112,0.0,top
C20,0.1uF,C_0603_1608Metric,16.6062,3.9762,-90.0,top
C21,0.1uF,C_0603_1608Metric,26.5162,3.9762,-90.0,top
C22,0.1uF,C_0603_1608Metric,39.9762,3.9762,-90.0,top
C23,0.1uF,C_0603_1608Metric,64.5962,3.9762,-90.0,top
C24,0.1uF,C_0603_1608Metric,74.2962,3.9762,-90.0,top
C25,0.1uF,C_0603_1608Metric,49.7462,3.9762,-90.0,top
D1,Green,LED_D3.0mm,31.0862,15.0062,90.0,bottom
D2,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,12.2842,35.0612,0.0,top
D3,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,22.2562,35.0612,0.0,top
D4,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,35.7052,35.0612,0.0,top
D5,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,45.4472,35.0612,0.0,top
D6,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,60.2912,35.0528,0.0,top
D7,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,70.0412,35.0612,0.0,top
D8,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,12.2842,25.0692,0.0,top
D9,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,22.2562,25.0692,0.0,top
D10,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,35.7052,25.0692,0.0,top
D11,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,45.4472,25.0192,0.0,top
D12,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,60.2912,25.0692,0.0,top
D13,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,70.0412,25.0692,0.0,top
D14,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,12.2842,14.96,0.0,top
D15,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,22.2562,14.96,0.0,top
D16,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,35.7052,14.96,0.0,top
D17,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,45.4472,14.96,0.0,top
D18,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,60.2912,14.96,0.0,top
D19,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,70.0412,14.96,0.0,top
D20,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,12.2842,4.8512,0.0,top
D21,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,22.2562,4.8512,0.0,top
D22,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,35.7052,4.8512,0.0,top
D23,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,45.4472,4.8512,0.0,top
D24,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,60.2912,4.8512,0.0,top
D25,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,70.0412,4.8512,0.0,top
J1,Mini-Fit Jr. 2x02,Molex_Mini-Fit_Jr_5566-04A_2x02_P4.20mm_Vertical,53.0362,30.7012,180.0,bottom
J2,Mini-Fit Jr. 2x02,Molex_Mini-Fit_Jr_5566-04A_2x02_P4.20mm_Vertical,53.0462,9.4712,0.0,bottom
R1,470,R_0603_1608Metric,31.8287,11.2712,0.0,top
